Protocol,Host_Advanced,Host_DefaultAlias,Host_alias,Host_Address,Host_Port,Host_Inbox,Host_Outbox,Host_Sentbox,Host_Receivedbox,Mailbox_alias,Mailbox_Username,Mailbox_Password,Mailbox_Usesigncert,Mailbox_Useencrcert,Mailbox_Overridelistenercerts,Mailbox_localsigncertpassword,Mailbox_localsigncertalias,Mailbox_localencrcertalias,Mailbox_localencrcertpassword,MailboxH_AS2-From,MailboxH_AS2-To,MailboxH_Subject,MailboxH_[Content-Type],Action_alias,Action_Commands,MailboxH_Content-Type,Mailbox_Encryptedrequest,Mailbox_Receiptdesired,Mailbox_Signedrequest,Mailbox_Encryptionmethod,Cert_ImportUserAlias,Cert_ImportPrivateKeyPwd,Cert_ImportLocation,LocalListener_localsigncertpassword,LocalListener_Httpport,LocalListener_localsigncertpassword
FTP,RESTEnabled=false,Generic FTP,ftptest85,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest85,ftptest85,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest86,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest86,ftptest86,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest87,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest87,ftptest87,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest88,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest88,ftptest88,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest89,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest89,ftptest89,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest90,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest90,ftptest90,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest91,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest91,ftptest91,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest92,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest92,ftptest92,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest93,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest93,ftptest93,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest94,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest94,ftptest94,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest95,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest95,ftptest95,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest96,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest96,ftptest96,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest97,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest97,ftptest97,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest98,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest98,ftptest98,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest99,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest99,ftptest99,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest100,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest100,ftptest100,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
